cur_bw_cam;cur_bw_hr;cur_bw_dht;cur_delay_cam;cur_delay_hr;cur_delay_dht;action;reward;next_bw_cam;next_bw_hr;next_bw_dht;next_delay_cam;next_delay_hr;next_delay_dht;next_prio_cam;next_prio_hr;next_prio_dht;next_pkt_cam;next_pkt_hr;next_pkt_dht;done
4.978.968;5.649.688;4.673.304;5.0;2.0;5.0;1;2.967;4.978.968;5.649.688;4.673.304;2.499.438.143.082.900;2.387.757.625.626.080;4.162.697.708.150.740;1;2;0;607;689;570;FALSE
4.978.968;5.649.688;4.673.304;5.0;2.0;5.0;2;29.809;4.978.968;5.649.688;4.673.304;2.371.404.327.080.210;1.291.011.140.036.950;14.424.994.887.321.500;0;1;2;607;689;570;FALSE
4.978.968;5.649.688;4.673.304;5.0;2.0;5.0;3;29.744;4.978.968;5.649.688;4.673.304;13.717.663.418.474.400;21.439.745.741.509.500;1.442.634.895.375.410;1;1;1;607;689;570;FALSE
5.266.304;4.045.184;3.639.168;5.0;2.0;5.0;0;29.645;5.266.304;4.045.184;3.639.168;2.185.583.020.514.010;26.547.082.567.245.500;4.563.244.186.308.210;2;1;0;642;493;444;FALSE
5.266.304;4.045.184;3.639.168;5.0;2.0;5.0;1;29.734;5.266.304;4.045.184;3.639.168;19.181.599.445.282.700;19.054.332.451.780.100;3.751.165.476.490.660;1;2;0;642;493;444;FALSE
5.266.304;4.045.184;3.639.168;5.0;2.0;5.0;2;29.752;5.266.304;4.045.184;3.639.168;26.672.297.278.549.300;18.035.500.488.793.300;14.338.419.239.650.500;0;1;2;642;493;444;FALSE
5.266.304;4.045.184;3.639.168;5.0;2.0;5.0;3;29.714;5.266.304;4.045.184;3.639.168;2.269.215.172.906.030;2.115.007.286.942.450;29.477.749.255.276.700;1;1;1;642;493;444;FALSE
5.266.304;4.045.184;3.639.168;5.0;2.0;5.0;0;29.763;5.266.304;4.045.184;3.639.168;0.8657406968836254;1.801.216.476.690.860;3.927.426.262.279.740;2;1;0;642;493;444;FALSE
5.266.304;4.045.184;3.639.168;5.0;2.0;5.0;1;29.854;5.266.304;4.045.184;3.639.168;15.164.169.677.432.200;0.8085493017735894;3.529.768.087.543.410;1;2;0;642;493;444;FALSE
5.266.304;4.045.184;3.639.168;5.0;2.0;5.0;2;29.694;5.266.304;4.045.184;3.639.168;1.801.018.185.784.620;2.622.430.098.699.370;0.7665048284426859;0;1;2;642;493;444;FALSE
5.266.304;4.045.184;3.639.168;5.0;2.0;5.0;3;29.684;5.266.304;4.045.184;3.639.168;17.191.134.342.267.900;25.865.022.964.993.100;22.906.995.366.388.000;1;1;1;642;493;444;FALSE
5.266.304;4.045.184;3.639.168;5.0;2.0;5.0;0;29.738;5.266.304;4.045.184;3.639.168;12.788.070.073.203.200;20.767.928.542.858.300;2.827.167.828.692.990;2;1;0;642;493;444;FALSE
5.266.304;4.045.184;3.639.168;5.0;2.0;5.0;1;29.873;5.266.304;4.045.184;3.639.168;12.183.559.671.990.400;0.662243066382656;36.671.986.187.162.500;1;2;0;642;493;444;FALSE
5.266.304;4.045.184;3.639.168;5.0;2.0;5.0;2;29.762;5.266.304;4.045.184;3.639.168;25.086.016.613.276.400;17.627.389.071.327.200;11.269.960.151.886.400;0;1;2;642;493;444;FALSE
5.266.304;4.045.184;3.639.168;5.0;2.0;5.0;3;29.818;5.266.304;4.045.184;3.639.168;12.485.250.687.582.500;13.272.045.409.605.800;23.935.978.942.355.600;1;1;1;642;493;444;FALSE
5.056.272;4.718.296;3.756.816;5.0;2.0;5.0;0;29.713;5.056.272;4.718.296;3.756.816;15.912.058.684.144.400;2.204.961.754.552.180;34.637.042.219.328.300;2;1;0;617;575;458;FALSE
5.056.272;4.718.296;3.756.816;5.0;2.0;5.0;1;29.758;5.056.272;4.718.296;3.756.816;2.399.887.445.458.190;1.585.732.902.029.110;3.553.744.255.029.870;1;2;0;617;575;458;FALSE
5.056.272;4.718.296;3.756.816;5.0;2.0;5.0;2;29.713;5.056.272;4.718.296;3.756.816;2.313.742.226.768.710;2.280.763.498.523.660;12.625.801.459.659.500;0;1;2;617;575;458;FALSE
5.056.272;4.718.296;3.756.816;5.0;2.0;5.0;3;29.791;5.056.272;4.718.296;3.756.816;23.836.206.254.250.300;13.472.922.942.280.700;26.519.138.175.793.500;1;1;1;617;575;458;FALSE
5.323.256;3.785.264;3.340.792;5.0;2.0;5.0;0;29.761;5.323.256;3.785.264;3.340.792;2.162.388.699.125.230;1.671.748.432.695.320;28.655.145.560.640.600;2;1;0;649;462;407;FALSE
5.323.256;3.785.264;3.340.792;5.0;2.0;5.0;1;29.778;5.323.256;3.785.264;3.340.792;12.842.387.850.148.100;168.039.888.265.046;28.041.868.739.778.700;1;2;0;649;462;407;FALSE
5.323.256;3.785.264;3.340.792;5.0;2.0;5.0;2;29.627;5.323.256;3.785.264;3.340.792;3.470.443.866.900.760;2.905.806.100.421.210;12.617.648.097.411.600;0;1;2;649;462;407;FALSE
5.323.256;3.785.264;3.340.792;5.0;2.0;5.0;3;29.759;5.323.256;3.785.264;3.340.792;2.491.921.359.335.080;17.713.259.124.920.300;14.368.243.481.007.900;1;1;1;649;462;407;FALSE
5.323.256;3.785.264;3.340.792;5.0;2.0;5.0;0;29.806;5.323.256;3.785.264;3.340.792;0.9284630701238963;14.111.896.678.622.000;34.223.353.309.642.200;2;1;0;649;462;407;FALSE
5.323.256;3.785.264;3.340.792;5.0;2.0;5.0;1;29.665;5.323.256;3.785.264;3.340.792;26.196.508.830.006.700;2.431.875.250.177.530;39.891.638.835.910.000;1;2;0;649;462;407;FALSE
5.323.256;3.785.264;3.340.792;5.0;2.0;5.0;2;29.662;5.323.256;3.785.264;3.340.792;25.705.290.814.480.000;26.101.323.164.140.300;25.267.303.539.367.100;0;1;2;649;462;407;FALSE
5.323.256;3.785.264;3.340.792;5.0;2.0;5.0;3;29.829;5.323.256;3.785.264;3.340.792;1.799.531.264.284.330;1.118.515.134.297.520;23.655.726.313.861.900;1;1;1;649;462;407;FALSE
5.356.912;382.296;336.984;5.0;2.0;5.0;0;29.754;5.356.912;382.296;336.984;18.626.391.026.628.500;16.724.807.963.964.200;4.146.424.238.025.050;2;1;0;653;466;411;FALSE
5.356.912;382.296;336.984;5.0;2.0;5.0;1;2.97;5.356.912;382.296;336.984;2.717.867.049.379.570;20.420.689.488.763.500;4.116.887.028.554.570;1;2;0;653;466;411;FALSE
5.356.912;382.296;336.984;5.0;2.0;5.0;2;29.681;5.356.912;382.296;336.984;21.922.282.322.108.400;2.606.477.050.030.280;14.441.934.798.531.700;0;1;2;653;466;411;FALSE
5.356.912;382.296;336.984;5.0;2.0;5.0;3;29.692;5.356.912;382.296;336.984;20.942.499.692.731.900;24.745.807.791.316.900;18.246.836.956.111.000;1;1;1;653;466;411;FALSE
5.356.912;382.296;336.984;5.0;2.0;5.0;0;29.737;5.356.912;382.296;336.984;0.7032685230302254;2.087.996.405.450.150;3.978.834.066.277.740;2;1;0;653;466;411;FALSE
5.356.912;382.296;336.984;5.0;2.0;5.0;1;29.817;5.356.912;382.296;336.984;31.440.889.931.496.500;0.8053179195508353;39.960.800.904.965.400;1;2;0;653;466;411;FALSE
5.356.912;382.296;336.984;5.0;2.0;5.0;2;29.686;5.356.912;382.296;336.984;28.913.554.412.163.800;2.442.860.166.074.290;11.842.879.342.877.100;0;1;2;653;466;411;FALSE
5.356.912;382.296;336.984;5.0;2.0;5.0;3;29.746;5.356.912;382.296;336.984;30.833.139.502.028.400;17.287.235.400.556.600;19.561.865.273.456.800;1;1;1;653;466;411;FALSE
5.356.912;382.296;336.984;5.0;2.0;5.0;0;29.759;5.356.912;382.296;336.984;19.884.124.898.621.200;1.661.528.945.952.630;35.475.869.391.657.000;2;1;0;653;466;411;FALSE
5.356.912;382.296;336.984;5.0;2.0;5.0;1;29.752;5.356.912;382.296;336.984;2.163.970.961.656.120;17.617.936.626.556.600;2.820.108.016.873.420;1;2;0;653;466;411;FALSE
5.356.912;382.296;336.984;5.0;2.0;5.0;2;29.719;5.356.912;382.296;336.984;1.623.848.025.384.180;2.289.800.270.366.550;19.370.267.765.063.400;0;1;2;653;466;411;FALSE
5.356.912;382.296;336.984;5.0;2.0;5.0;3;2.975;5.356.912;382.296;336.984;2.309.769.800.251.090;18.676.777.296.857.300;16.777.183.632.960.700;1;1;1;653;466;411;FALSE
5.475.656;427.604;3.491.656;5.0;2.0;5.0;0;29.774;5.475.656;427.604;3.491.656;10.555.033.687.020.400;16.145.674.315.035.000;4.326.413.860.569.620;2;1;0;668;521;426;FALSE
5.475.656;427.604;3.491.656;5.0;2.0;5.0;1;29.731;5.475.656;427.604;3.491.656;24.489.702.405.231.800;19.405.846.710.639.000;25.830.111.379.033.700;1;2;0;668;521;426;FALSE
5.475.656;427.604;3.491.656;5.0;2.0;5.0;2;29.677;5.475.656;427.604;3.491.656;19.013.775.535.229.500;26.242.321.551.731.600;22.430.096.990.178.400;0;1;2;668;521;426;FALSE
5.475.656;427.604;3.491.656;5.0;2.0;5.0;3;29.754;5.475.656;427.604;3.491.656;1.332.551.868.601.970;19.923.708.309.779.400;19.926.321.434.362.200;1;1;1;668;521;426;FALSE
5.475.656;427.604;3.491.656;5.0;2.0;5.0;0;29.593;5.475.656;427.604;3.491.656;2.496.009.906.895.450;3.121.886.029.765.920;4.457.311.746.713.980;2;1;0;668;521;426;FALSE
5.475.656;427.604;3.491.656;5.0;2.0;5.0;1;29.714;5.475.656;427.604;3.491.656;18.189.987.823.139.500;2.101.768.737.877.980;3.953.524.285.015.080;1;2;0;668;521;426;FALSE
5.475.656;427.604;3.491.656;5.0;2.0;5.0;2;29.654;5.475.656;427.604;3.491.656;2.537.600.308.940.100;27.580.685.296.522.100;19.191.457.111.977.200;0;1;2;668;521;426;FALSE
5.475.656;427.604;3.491.656;5.0;2.0;5.0;3;29.637;5.475.656;427.604;3.491.656;13.013.419.962.567.700;30.876.192.861.367.300;2.787.541.592.675.050;1;1;1;668;521;426;FALSE
4.895.952;4.373.712;3.758.288;5.0;2.0;5.0;0;29.793;4.895.952;4.373.712;3.758.288;0.7375986352428014;15.870.843.086.916.000;33.660.920.573.039.500;2;1;0;597;533;458;FALSE
4.895.952;4.373.712;3.758.288;5.0;2.0;5.0;1;29.681;4.895.952;4.373.712;3.758.288;3.032.048.696.090.710;23.091.986.153.670.400;27.575.973.386.697.600;1;2;0;597;533;458;FALSE
4.895.952;4.373.712;3.758.288;5.0;2.0;5.0;2;29.666;4.895.952;4.373.712;3.758.288;20.485.906.334.822.500;27.613.177.875.694.300;17.354.596.761.928.900;0;1;2;597;533;458;FALSE
4.895.952;4.373.712;3.758.288;5.0;2.0;5.0;3;2.966;4.895.952;4.373.712;3.758.288;16.153.153.987.498.700;29.094.116.845.113.600;1.636.951.763.370.150;1;1;1;597;533;458;FALSE
528.832;4.105.544;3.324.704;5.0;2.0;5.0;0;29.796;528.832;4.105.544;3.324.704;0.5439721931396972;16.586.126.506.310.700;2.690.166.619.132.900;2;1;0;645;501;405;FALSE
528.832;4.105.544;3.324.704;5.0;2.0;5.0;1;29.763;528.832;4.105.544;3.324.704;1.319.232.059.028.710;16.900.360.007.435.400;4.131.913.202.301.950;1;2;0;645;501;405;FALSE
528.832;4.105.544;3.324.704;5.0;2.0;5.0;2;29.635;528.832;4.105.544;3.324.704;25.912.047.030.923.800;30.713.147.908.651.600;0.6511258784951097;0;1;2;645;501;405;FALSE
528.832;4.105.544;3.324.704;5.0;2.0;5.0;3;29.755;528.832;4.105.544;3.324.704;11.455.028.142.278.500;1.999.981.503.506.660;22.451.515.604.520.900;1;1;1;645;501;405;FALSE
4.941.768;3.803.384;3.129.896;5.0;2.0;5.0;0;2.973;4.941.768;3.803.384;3.129.896;18.029.539.016.776.500;19.670.433.200.930.000;3.682.039.592.897.300;2;1;0;603;464;382;FALSE
4.941.768;3.803.384;3.129.896;5.0;2.0;5.0;1;29.791;4.941.768;3.803.384;3.129.896;266.442.564.552.668;12.326.048.596.573.000;324.098.186.469.484;1;2;0;603;464;382;FALSE
4.941.768;3.803.384;3.129.896;5.0;2.0;5.0;2;29.803;4.941.768;3.803.384;3.129.896;3.101.323.241.898.160;12.443.170.160.452.900;1.092.029.191.158.840;0;1;2;603;464;382;FALSE
4.941.768;3.803.384;3.129.896;5.0;2.0;5.0;3;29.785;4.941.768;3.803.384;3.129.896;27.801.624.503.647.800;1.365.446.184.471.280;22.773.295.840.525.700;1;1;1;603;464;382;FALSE
4.941.768;3.803.384;3.129.896;5.0;2.0;5.0;0;2.969;4.941.768;3.803.384;3.129.896;0.8282201103500884;24.870.048.173.718.300;4.446.699.070.684.960;2;1;0;603;464;382;FALSE
4.941.768;3.803.384;3.129.896;5.0;2.0;5.0;1;29.852;4.941.768;3.803.384;3.129.896;15.531.169.730.883.800;0.7300796344797016;4.360.482.888.265.170;1;2;0;603;464;382;FALSE
4.941.768;3.803.384;3.129.896;5.0;2.0;5.0;2;29.629;4.941.768;3.803.384;3.129.896;2.134.005.354.933.270;31.651.907.258.995.600;1.188.186.527.042.430;0;1;2;603;464;382;FALSE
4.941.768;3.803.384;3.129.896;5.0;2.0;5.0;3;29.711;4.941.768;3.803.384;3.129.896;1.859.566.140.008.840;2.327.913.261.610.770;1.915.646.181.371.970;1;1;1;603;464;382;FALSE
4.878.768;3.851.184;3.396.528;5.0;2.0;5.0;0;29.636;4.878.768;3.851.184;3.396.528;14.675.880.676.436.500;3.082.205.521.627.900;2.621.603.593.498.470;2;1;0;595;470;414;FALSE
4.878.768;3.851.184;3.396.528;5.0;2.0;5.0;1;29.679;4.878.768;3.851.184;3.396.528;2.663.304.730.825.670;23.378.810.228.848.600;33.932.816.969.880.900;1;2;0;595;470;414;FALSE
4.878.768;3.851.184;3.396.528;5.0;2.0;5.0;2;29.675;4.878.768;3.851.184;3.396.528;19.544.765.377.117.900;26.750.261.821.168.500;179.085.847.657.991;0;1;2;595;470;414;FALSE
4.878.768;3.851.184;3.396.528;5.0;2.0;5.0;3;29.673;4.878.768;3.851.184;3.396.528;12.235.228.082.759.100;2.745.614.153.072.780;2.842.752.232.664.230;1;1;1;595;470;414;FALSE
4.955.264;4.989.056;4.038.784;5.0;2.0;5.0;0;29.701;4.955.264;4.989.056;4.038.784;14.536.011.191.641.500;22.968.525.030.838.700;3.991.941.027.566.970;2;1;0;604;609;493;FALSE
4.955.264;4.989.056;4.038.784;5.0;2.0;5.0;1;29.707;4.955.264;4.989.056;4.038.784;2.488.829.476.102.820;19.881.865.857.639.700;4.431.758.492.532.150;1;2;0;604;609;493;FALSE
4.955.264;4.989.056;4.038.784;5.0;2.0;5.0;2;29.815;4.955.264;4.989.056;4.038.784;24.639.442.752.323.700;1.277.482.051.744.300;0.773796054706235;0;1;2;604;609;493;FALSE
4.955.264;4.989.056;4.038.784;5.0;2.0;5.0;3;29.799;4.955.264;4.989.056;4.038.784;23.933.666.546.590.200;1.291.463.487.093.650;2.383.907.890.687.960;1;1;1;604;609;493;FALSE
5.281.568;4.273.096;382.032;5.0;2.0;5.0;0;29.632;5.281.568;4.273.096;382.032;18.881.758.592.710.700;30.361.444.377.104.800;26.219.310.090.277.500;2;1;0;644;521;466;FALSE
5.281.568;4.273.096;382.032;5.0;2.0;5.0;1;29.846;5.281.568;4.273.096;382.032;29.057.427.548.711.900;0.6831078114478704;27.600.403.097.446.300;1;2;0;644;521;466;FALSE
5.281.568;4.273.096;382.032;5.0;2.0;5.0;2;29.646;5.281.568;4.273.096;382.032;2.521.759.303.324.110;2.804.851.964.273.380;2.338.952.590.334.660;0;1;2;644;521;466;FALSE
5.281.568;4.273.096;382.032;5.0;2.0;5.0;3;29.816;5.281.568;4.273.096;382.032;2.066.856.702.629.220;12.950.425.804.979.600;13.263.965.190.522.000;1;1;1;644;521;466;FALSE
5.281.568;4.273.096;382.032;5.0;2.0;5.0;0;29.654;5.281.568;4.273.096;382.032;0.878782610635336;29.859.755.012.397.500;2.968.176.270.976.980;2;1;0;644;521;466;FALSE
5.281.568;4.273.096;382.032;5.0;2.0;5.0;1;29.703;5.281.568;4.273.096;382.032;21.855.810.023.086.400;22.283.643.989.240.800;30.368.123.915.698.500;1;2;0;644;521;466;FALSE
5.281.568;4.273.096;382.032;5.0;2.0;5.0;2;29.728;5.281.568;4.273.096;382.032;3.272.552.342.756.900;19.215.393.791.029.600;14.160.064.438.125.300;0;1;2;644;521;466;FALSE
5.281.568;4.273.096;382.032;5.0;2.0;5.0;3;29.791;5.281.568;4.273.096;382.032;11.738.816.404.832.300;17.316.547.749.616.600;12.116.571.242.879.400;1;1;1;644;521;466;FALSE
5.133.488;3.957.936;3.341.864;5.0;2.0;5.0;0;2.977;5.133.488;3.957.936;3.341.864;12.782.026.190.842.300;1.657.555.286.517.750;39.116.327.566.341.200;2;1;0;626;483;407;FALSE
5.133.488;3.957.936;3.341.864;5.0;2.0;5.0;1;29.833;5.133.488;3.957.936;3.341.864;202.485.286.465.945;0.8707892057332285;3.898.564.583.884.480;1;2;0;626;483;407;FALSE
5.133.488;3.957.936;3.341.864;5.0;2.0;5.0;2;29.666;5.133.488;3.957.936;3.341.864;33.181.863.388.903.200;25.759.619.982.199.300;10.310.990.486.548.100;0;1;2;626;483;407;FALSE
5.133.488;3.957.936;3.341.864;5.0;2.0;5.0;3;29.785;5.133.488;3.957.936;3.341.864;20.703.351.281.569.800;15.745.566.039.104.000;15.661.178.354.432.200;1;1;1;626;483;407;FALSE
5.133.488;3.957.936;3.341.864;5.0;2.0;5.0;0;29.749;5.133.488;3.957.936;3.341.864;20.442.027.911.674.900;17.653.445.291.591.100;3.310.277.639.885.140;2;1;0;626;483;407;FALSE
5.133.488;3.957.936;3.341.864;5.0;2.0;5.0;1;29.748;5.133.488;3.957.936;3.341.864;29.899.334.587.299.900;16.484.533.073.516.600;2.733.827.862.702.880;1;2;0;626;483;407;FALSE
5.133.488;3.957.936;3.341.864;5.0;2.0;5.0;2;2.974;5.133.488;3.957.936;3.341.864;18.815.361.948.084.100;2.121.168.585.104.390;0.979673527232267;0;1;2;626;483;407;FALSE
5.133.488;3.957.936;3.341.864;5.0;2.0;5.0;3;29.688;5.133.488;3.957.936;3.341.864;12.349.486.064.288.000;27.351.573.771.035.900;14.086.809.463.929.600;1;1;1;626;483;407;FALSE
533.856;498.528;4.206.016;5.0;2.0;5.0;0;29.641;533.856;498.528;4.206.016;2.405.074.019.872.850;2.744.282.934.948.180;36.425.797.463.286.400;2;1;0;651;608;513;FALSE
533.856;498.528;4.206.016;5.0;2.0;5.0;1;29.859;533.856;498.528;4.206.016;2.410.102.148.370.210;0.6425615077871045;28.865.715.867.482.700;1;2;0;651;608;513;FALSE
533.856;498.528;4.206.016;5.0;2.0;5.0;2;29.612;533.856;498.528;4.206.016;26.371.182.830.108.500;31.973.854.440.466.300;1.547.229.610.507.420;0;1;2;651;608;513;FALSE
533.856;498.528;4.206.016;5.0;2.0;5.0;3;29.707;533.856;498.528;4.206.016;17.857.913.887.063.900;2.346.640.012.431.150;2.280.483.016.315.330;1;1;1;651;608;513;FALSE
5.285.912;5.027.352;4.064.792;5.0;2.0;5.0;0;29.739;5.285.912;5.027.352;4.064.792;16.543.221.342.136.400;18.804.177.815.662.900;39.560.297.172.446.600;2;1;0;645;613;496;FALSE
5.285.912;5.027.352;4.064.792;5.0;2.0;5.0;1;29.803;5.285.912;5.027.352;4.064.792;26.118.341.970.283.200;10.343.160.506.710.900;4.126.274.368.472.940;1;2;0;645;613;496;FALSE
5.285.912;5.027.352;4.064.792;5.0;2.0;5.0;2;29.775;5.285.912;5.027.352;4.064.792;3.136.789.832.523.490;14.336.496.442.618.500;19.091.312.203.494.400;0;1;2;645;613;496;FALSE
5.285.912;5.027.352;4.064.792;5.0;2.0;5.0;3;29.683;5.285.912;5.027.352;4.064.792;12.825.634.397.122.900;27.647.085.256.250.600;15.154.070.732.793.900;1;1;1;645;613;496;FALSE
5.252.872;4.240.136;3.289.864;5.0;2.0;5.0;0;29.638;5.252.872;4.240.136;3.289.864;10.155.835.446.879.700;306.186.303.580.859;3.580.244.963.642.780;2;1;0;641;517;401;FALSE
5.252.872;4.240.136;3.289.864;5.0;2.0;5.0;1;29.787;5.252.872;4.240.136;3.289.864;1.252.340.205.860.370;15.632.553.566.687.800;31.153.068.942.924.200;1;2;0;641;517;401;FALSE
5.252.872;4.240.136;3.289.864;5.0;2.0;5.0;2;29.774;5.252.872;4.240.136;3.289.864;32.140.153.493.772.300;14.936.992.552.647.300;12.715.704.522.996.800;0;1;2;641;517;401;FALSE
5.252.872;4.240.136;3.289.864;5.0;2.0;5.0;3;29.733;5.252.872;4.240.136;3.289.864;12.959.511.736.147.600;21.379.126.350.153.200;27.247.940.080.114.300;1;1;1;641;517;401;FALSE
4.903.184;3.902.224;3.444.496;5.0;2.0;5.0;0;29.706;4.903.184;3.902.224;3.444.496;1.380.627.086.941.150;22.281.096.383.969.200;4.307.667.039.328.890;2;1;0;598;476;420;FALSE
4.903.184;3.902.224;3.444.496;5.0;2.0;5.0;1;29.804;4.903.184;3.902.224;3.444.496;21.228.865.441.675.300;11.713.866.853.956.700;36.483.323.512.514.300;1;2;0;598;476;420;FALSE
4.903.184;3.902.224;3.444.496;5.0;2.0;5.0;2;2.97;4.903.184;3.902.224;3.444.496;19.107.114.275.195.500;25.360.120.998.404.600;0.7740872033832453;0;1;2;598;476;420;FALSE
4.903.184;3.902.224;3.444.496;5.0;2.0;5.0;3;29.681;4.903.184;3.902.224;3.444.496;11.278.997.618.866.700;27.890.685.233.546.600;17.776.336.300.931.400;1;1;1;598;476;420;FALSE
5.221.552;4.379.136;359.072;5.0;2.0;5.0;0;29.809;5.221.552;4.379.136;359.072;0.6060570452784027;14.076.456.330.319.700;38.380.653.303.063.500;2;1;0;637;534;438;FALSE
5.221.552;4.379.136;359.072;5.0;2.0;5.0;1;29.815;5.221.552;4.379.136;359.072;28.703.851.118.906.200;0.8248813436102971;4.538.628.194.679.720;1;2;0;637;534;438;FALSE
5.221.552;4.379.136;359.072;5.0;2.0;5.0;2;29.782;5.221.552;4.379.136;359.072;17.723.053.507.964.200;16.508.542.448.876.600;17.958.364.224.194.100;0;1;2;637;534;438;FALSE
5.221.552;4.379.136;359.072;5.0;2.0;5.0;3;29.652;5.221.552;4.379.136;359.072;30.137.472.094.959.500;2.679.541.790.572.560;19.787.924.144.109.300;1;1;1;637;534;438;FALSE
5.221.552;4.379.136;359.072;5.0;2.0;5.0;0;29.789;5.221.552;4.379.136;359.072;0.8638360477672378;15.493.764.105.407.900;3.926.752.166.079.770;2;1;0;637;534;438;FALSE
5.221.552;4.379.136;359.072;5.0;2.0;5.0;1;29.861;5.221.552;4.379.136;359.072;249.575.704.963.409;0.5351009286775805;3.586.928.771.613.540;1;2;0;637;534;438;FALSE
5.221.552;4.379.136;359.072;5.0;2.0;5.0;2;29.738;5.221.552;4.379.136;359.072;18.658.449.631.237.100;2.064.818.149.887.550;18.126.392.098.795.900;0;1;2;637;534;438;FALSE
5.221.552;4.379.136;359.072;5.0;2.0;5.0;3;29.778;5.221.552;4.379.136;359.072;11.711.440.894.747.000;16.846.126.711.649.900;30.094.149.445.926.500;1;1;1;637;534;438;FALSE
5.230.288;4.020.944;307.676;5.0;2.0;5.0;0;29.777;5.230.288;4.020.944;307.676;1.035.654.007.617.620;15.862.371.950.342.700;43.245.695.073.462.500;2;1;0;638;490;375;FALSE
5.230.288;4.020.944;307.676;5.0;2.0;5.0;1;29.775;5.230.288;4.020.944;307.676;27.458.320.526.548.300;13.096.898.689.622.900;3.896.163.152.671.550;1;2;0;638;490;375;FALSE
5.230.288;4.020.944;307.676;5.0;2.0;5.0;2;29.769;5.230.288;4.020.944;307.676;2.785.476.857.210.380;16.470.687.358.901.000;10.613.908.885.454.800;0;1;2;638;490;375;FALSE
5.230.288;4.020.944;307.676;5.0;2.0;5.0;3;29.708;5.230.288;4.020.944;307.676;312.277.977.434.459;2.023.114.356.714.390;27.627.309.162.036.800;1;1;1;638;490;375;FALSE
5.167.264;3.972.136;3.518.112;5.0;2.0;5.0;0;29.775;5.167.264;3.972.136;3.518.112;0.904517122633314;18.080.827.187.538.200;2.576.357.425.179.080;2;1;0;630;484;429;FALSE
5.167.264;3.972.136;3.518.112;5.0;2.0;5.0;1;2.976;5.167.264;3.972.136;3.518.112;24.338.434.401.461.700;15.970.212.548.362.000;31.318.334.433.158.400;1;2;0;630;484;429;FALSE
5.167.264;3.972.136;3.518.112;5.0;2.0;5.0;2;29.789;5.167.264;3.972.136;3.518.112;2.496.212.563.581.370;1.547.888.830.391.640;0.6154633933841853;0;1;2;630;484;429;FALSE
5.167.264;3.972.136;3.518.112;5.0;2.0;5.0;3;29.821;5.167.264;3.972.136;3.518.112;21.462.829.967.952.900;1.171.071.055.820.170;18.656.981.016.081.500;1;1;1;630;484;429;FALSE
4.966.224;4.454.856;3.472.112;5.0;2.0;5.0;0;29.711;4.966.224;4.454.856;3.472.112;2.491.520.370.127.230;19.528.542.759.655.700;43.802.421.683.342.200;2;1;0;606;543;423;FALSE
4.966.224;4.454.856;3.472.112;5.0;2.0;5.0;1;29.767;4.966.224;4.454.856;3.472.112;2.540.586.871.900.310;15.497.749.207.555.400;26.964.688.673.468.400;1;2;0;606;543;423;FALSE
4.966.224;4.454.856;3.472.112;5.0;2.0;5.0;2;29.768;4.966.224;4.454.856;3.472.112;31.431.689.568.875.600;14.857.132.398.046.500;2.043.552.778.686.310;0;1;2;606;543;423;FALSE
4.966.224;4.454.856;3.472.112;5.0;2.0;5.0;3;29.699;4.966.224;4.454.856;3.472.112;29.109.774.229.796.400;211.804.404.601.152;3.077.482.400.758.730;1;1;1;606;543;423;FALSE
4.966.224;4.454.856;3.472.112;5.0;2.0;5.0;0;29.655;4.966.224;4.454.856;3.472.112;20.210.498.051.943.800;26.751.485.759.793.500;37.227.902.161.993.500;2;1;0;606;543;423;FALSE
4.966.224;4.454.856;3.472.112;5.0;2.0;5.0;1;29.686;4.966.224;4.454.856;3.472.112;2.591.564.752.893.230;2.244.596.699.580.130;37.617.402.439.524.900;1;2;0;606;543;423;FALSE
4.966.224;4.454.856;3.472.112;5.0;2.0;5.0;2;29.752;4.966.224;4.454.856;3.472.112;23.093.620.678.975.300;18.090.415.981.507.500;20.608.119.863.348.000;0;1;2;606;543;423;FALSE
4.966.224;4.454.856;3.472.112;5.0;2.0;5.0;3;29.713;4.966.224;4.454.856;3.472.112;2.456.690.002.024.100;22.359.979.047.922.700;13.858.375.527.750.200;1;1;1;606;543;423;FALSE
493.188;3.749.704;3.113.256;5.0;2.0;5.0;0;29.652;493.188;3.749.704;3.113.256;13.483.654.771.050.600;2.883.047.559.091.300;33.145.033.428.006.000;2;1;0;602;457;380;FALSE
493.188;3.749.704;3.113.256;5.0;2.0;5.0;1;29.723;493.188;3.749.704;3.113.256;2.896.341.154.014.200;17.660.086.981.185.500;4.251.726.390.627.790;1;2;0;602;457;380;FALSE
493.188;3.749.704;3.113.256;5.0;2.0;5.0;2;29.746;493.188;3.749.704;3.113.256;3.344.605.414.253;1.766.851.750.104.650;10.073.946.051.815.400;0;1;2;602;457;380;FALSE
493.188;3.749.704;3.113.256;5.0;2.0;5.0;3;29.797;493.188;3.749.704;3.113.256;1.719.738.532.266.070;1.403.732.043.855.170;2.845.345.483.488.750;1;1;1;602;457;380;FALSE
497.168;4.818.592;4.367.008;5.0;2.0;5.0;0;29.608;497.168;4.818.592;4.367.008;17.185.865.319.963.100;32.728.872.927.843.800;3.016.923.642.667.990;2;1;0;606;588;533;FALSE
