state,action_continuous,action_discrete,reward,next_state,raw_delay_p1,raw_delay_p2,raw_delay_p4
"[-0.9395920991960995, -0.677883360263878, 0.4558237031994974, -0.09014543315895437, 0.22471559022149185, 0.45251434848341765, -0.45092554825351155, -0.8900322781074288, 0.48686616866781063, -0.04057272626348184, 0.6822182628223796, -0.032316950944032016]",-0.0368335258243818,0,-14.545572445222744,"[0.15633433381523812, -0.3664828195100427, 0.17560389234253712, 0.4999233988623496, -1.272247351638279, -0.7522082767326439, -0.4974431104216097, -0.5850014945890503, 0.14751958762206946, -0.16036507428650912, 0.835094908990086, -0.11432034006928472]",6.1185923,64.78607,7.1530466
"[0.15633433381523812, -0.3664828195100427, 0.17560389234253712, 0.4999233988623496, -1.272247351638279, -0.7522082767326439, -0.4974431104216097, -0.5850014945890503, 0.14751958762206946, -0.16036507428650912, 0.835094908990086, -0.11432034006928472]",0.3949168303576729,1,-18.54063225705911,"[0.037334685811705265, -0.4687412562583129, 0.10374380697415056, 0.7400489459168103, 0.21422554431613144, 1.1107378834563248, 0.0869014092401166, -1.2976378097149626, 0.12677229221550637, -0.4503429442747978, -0.6109818848410277, 0.7325082438064693]",6.099088,72.78907,6.719687
"[0.037334685811705265, -0.4687412562583129, 0.10374380697415056, 0.7400489459168103, 0.21422554431613144, 1.1107378834563248, 0.0869014092401166, -1.2976378097149626, 0.12677229221550637, -0.4503429442747978, -0.6109818848410277, 0.7325082438064693]",0.016270217677542432,0,-14.589178077853914,"[0.22057529195621434, -0.43297672447208496, -0.2991929707794261, 0.8561815608708051, -1.3609283615117893, -0.5705833443070487, -2.340546991891071, -1.2808227239036594, -1.1273757688524197, -0.8855496402914534, 0.18718209947491463, 0.781174904051098]",5.9897227,39.543495,6.9588804
"[0.22057529195621434, -0.43297672447208496, -0.2991929707794261, 0.8561815608708051, -1.3609283615117893, -0.5705833443070487, -2.340546991891071, -1.2808227239036594, -1.1273757688524197, -0.8855496402914534, 0.18718209947491463, 0.781174904051098]",-0.3498359153135919,2,-13.427519870479617,"[-0.6057966455891383, -0.7737566771160111, -0.7840104478267715, 1.4422656075358986, 0.37263325000408926, -0.14684141419691912, -0.15166054487148733, 0.09384285412932646, 0.24099083226897838, -0.026881191720498843, -0.8731386044654578, -0.28226211039551685]",5.8581333,69.5218,6.641124
"[-0.6057966455891383, -0.7737566771160111, -0.7840104478267715, 1.4422656075358986, 0.37263325000408926, -0.14684141419691912, -0.15166054487148733, 0.09384285412932646, 0.24099083226897838, -0.026881191720498843, -0.8731386044654578, -0.28226211039551685]",0.7097908678330819,1,-13.553900100376454,"[-0.5616869681034105, 0.08645084491213108, -0.5570695905601584, -1.1304791094327806, 0.2587722075157472, -0.007366303381405304, -0.4720949855377204, -0.30013335412008957, 0.019955831597389558, -0.5642465560542861, 1.1026670804210696, 1.1205540541651537]",5.9197297,65.13323,7.2332325
"[-0.5616869681034105, 0.08645084491213108, -0.5570695905601584, -1.1304791094327806, 0.2587722075157472, -0.007366303381405304, -0.4720949855377204, -0.30013335412008957, 0.019955831597389558, -0.5642465560542861, 1.1026670804210696, 1.1205540541651537]",0.14825336514485607,1,-15.206095800173893,"[5.322426192039625, 3.536484807875593, -0.9484048126149135, -0.6676304361448175, 5.4249480842148206, 7.838625943352157, 2.3738217073434367, -1.427180455076712, 0.18913331253289203, -0.5963017405961776, 2.139656527052759, 1.6215311921278344]",5.8135133,104.110016,7.543997
"[5.322426192039625, 3.536484807875593, -0.9484048126149135, -0.6676304361448175, 5.4249480842148206, 7.838625943352157, 2.3738217073434367, -1.427180455076712, 0.18913331253289203, -0.5963017405961776, 2.139656527052759, 1.6215311921278344]",-0.7365603613063085,2,-13.790542718712064,"[0.20381980603334574, 0.4854835168170216, 0.897659533024637, -0.9220617725905614, -0.1602244085956805, -0.5489515579590635, -0.4924550439639451, 0.7710284757407052, -0.7914743779196354, -0.0073270351921376365, -0.43460213111629553, -1.2364503349806037]",6.314573,64.854385,6.7725444
"[0.20381980603334574, 0.4854835168170216, 0.897659533024637, -0.9220617725905614, -0.1602244085956805, -0.5489515579590635, -0.4924550439639451, 0.7710284757407052, -0.7914743779196354, -0.0073270351921376365, -0.43460213111629553, -1.2364503349806037]",-0.3777401347291826,2,-13.500995019173931,"[0.10555723700727478, -0.19396971661861478, 1.0731967556537725, -0.06233773851693271, 0.33862939806579256, -0.46236425943577564, 0.596880184827087, 1.1401608635455671, -1.4810833602807512, -0.42175359175036337, 1.0158743627622329, -1.6225730285378897]",6.3622174,79.77358,7.2072225
"[0.10555723700727478, -0.19396971661861478, 1.0731967556537725, -0.06233773851693271, 0.33862939806579256, -0.46236425943577564, 0.596880184827087, 1.1401608635455671, -1.4810833602807512, -0.42175359175036337, 1.0158743627622329, -1.6225730285378897]",2.1850503160065764,1,-14.659810959854747,"[-1.3306928510120006, -0.15321562273102501, 1.6165035518379365, -1.6619181279064341, 0.2511840119040335, 0.8817336701157932, -0.40027237773933805, -1.1689598853466843, 0.13268020672748665, -0.10949555864553481, -1.0861778535947184, -0.2327310370251698]",6.509682,66.11689,6.5772805
"[-1.3306928510120006, -0.15321562273102501, 1.6165035518379365, -1.6619181279064341, 0.2511840119040335, 0.8817336701157932, -0.40027237773933805, -1.1689598853466843, 0.13268020672748665, -0.10949555864553481, -1.0861778535947184, -0.2327310370251698]",0.8013822976053686,1,-18.776345564749633,"[0.046160572407398584, -0.522760464569684, 0.6925007448764444, 1.0201477014202305, -0.0924725976919394, 1.6971513329024588, -0.4384157711007386, -1.609419277605191, -0.03812995333916449, -0.6246732883249223, 0.7419757663635675, 1.390797882782664]",6.2588887,65.59449,7.1251407
"[0.046160572407398584, -0.522760464569684, 0.6925007448764444, 1.0201477014202305, -0.0924725976919394, 1.6971513329024588, -0.4384157711007386, -1.609419277605191, -0.03812995333916449, -0.6246732883249223, 0.7419757663635675, 1.390797882782664]",-0.06220120479871379,2,-14.290902051666926,"[0.39749030752015185, 0.8340210337920941, 0.4648307606534989, -1.057722128919669, 0.42582292736647237, 0.3443872520582062, -0.6175557361190394, -0.650318198091894, 0.4917789679432148, -0.4301362372008461, -0.18588109770415362, 1.1637983456033898]",6.1970944,63.141045,6.847081
"[0.39749030752015185, 0.8340210337920941, 0.4648307606534989, -1.057722128919669, 0.42582292736647237, 0.3443872520582062, -0.6175557361190394, -0.650318198091894, 0.4917789679432148, -0.4301362372008461, -0.18588109770415362, 1.1637983456033898]",-0.6531031350231761,2,-13.507888479482123,"[-1.2364037227455926, -0.6204625626959694, -1.546993727251267, -0.9282433358982485, 0.31101797128821107, 0.0694679159412736, -0.6085591086055918, -0.380592345388951, -0.34514309583101055, 0.21873279598897274, 0.48036229373778944, -1.0714079596551167]",5.651044,63.26426,7.0467405
"[-1.2364037227455926, -0.6204625626959694, -1.546993727251267, -0.9282433358982485, 0.31101797128821107, 0.0694679159412736, -0.6085591086055918, -0.380592345388951, -0.34514309583101055, 0.21873279598897274, 0.48036229373778944, -1.0714079596551167]",0.9588079585243183,1,-17.942662368870653,"[-0.41195959332009197, 0.7675541121550078, -0.8890552047246709, -1.4540743150559197, 1.172583894713002, 2.7327631388351903, -0.29134538976395913, -1.449220568821793, 1.5897381694331505, 0.3988870482766393, 0.2720958098552583, 0.06692117285833893]",5.829622,67.60872,6.9843273
"[-0.41195959332009197, 0.7675541121550078, -0.8890552047246709, -1.4540743150559197, 1.172583894713002, 2.7327631388351903, -0.29134538976395913, -1.449220568821793, 1.5897381694331505, 0.3988870482766393, 0.2720958098552583, 0.06692117285833893]",-0.5914551376138347,2,-18.599891689847453,"[0.14258750384378407, -0.4952998975554763, 1.201732737784507, 1.0345819016509847, 0.1362519059749562, -0.2574964295138553, -1.9361039908325606, 0.11414306065606764, 0.4708657524951711, 1.4450687428755808, -0.36869305606399494, -1.3085449198785009]",6.3971047,45.08262,6.792296
"[0.14258750384378407, -0.4952998975554763, 1.201732737784507, 1.0345819016509847, 0.1362519059749562, -0.2574964295138553, -1.9361039908325606, 0.11414306065606764, 0.4708657524951711, 1.4450687428755808, -0.36869305606399494, -1.3085449198785009]",0.5117171311642715,1,-14.535615428242084,"[-0.7339849095963076, -0.7687789488150393, -0.9855899189558787, 1.0301773494579374, -1.2795220891686183, -0.14483795787654014, 0.8196207354346424, -1.6185669655305548, 0.735113061649563, 0.752449044487127, 0.16924660627443555, -0.8223641352935165]",5.8034205,82.824165,6.9535055
"[-0.7339849095963076, -0.7687789488150393, -0.9855899189558787, 1.0301773494579374, -1.2795220891686183, -0.14483795787654014, 0.8196207354346424, -1.6185669655305548, 0.735113061649563, 0.752449044487127, 0.16924660627443555, -0.8223641352935165]",0.28416048722842546,1,-18.73258187273369,"[-0.2817129426693914, -0.4426460772820079, 0.3051114296950237, 0.15144170581254437, -0.12373839272667712, 1.233585841498643, -0.19916060608451505, -1.494396987392573, -1.160327851233578, -0.7263835552382165, -1.2904210395271822, -0.4142308105228914]",6.1537433,68.871254,6.516073
"[-0.2817129426693914, -0.4426460772820079, 0.3051114296950237, 0.15144170581254437, -0.12373839272667712, 1.233585841498643, -0.19916060608451505, -1.494396987392573, -1.160327851233578, -0.7263835552382165, -1.2904210395271822, -0.4142308105228914]",0.18899654221881745,1,-13.84110922648619,"[-0.05276113721563525, -0.5361929789903026, -0.33821876346391594, 0.9234290886959405, -0.22251663824907766, -0.46335919086209515, 0.910422967136105, 0.2926040624104571, -0.07548018822603786, -0.28700868188247375, -0.09079151679322234, -0.06564353517653523]",5.9791303,84.067764,6.8755774
"[-0.05276113721563525, -0.5361929789903026, -0.33821876346391594, 0.9234290886959405, -0.22251663824907766, -0.46335919086209515, 0.910422967136105, 0.2926040624104571, -0.07548018822603786, -0.28700868188247375, -0.09079151679322234, -0.06564353517653523]",0.1459311416109374,1,-18.63897310972977,"[-0.1508599706794038, -0.5408842276217614, -0.625228407912719, 0.7782498849641921, 0.11035984756381204, 1.97209885622167, -1.8198418472348885, -1.6004993584715501, -0.8583312474541499, -0.7181463911382479, 0.49686492292586215, 0.25438318655516884]",5.90123,46.67491,7.051686
"[-0.1508599706794038, -0.5408842276217614, -0.625228407912719, 0.7782498849641921, 0.11035984756381204, 1.97209885622167, -1.8198418472348885, -1.6004993584715501, -0.8583312474541499, -0.7181463911382479, 0.49686492292586215, 0.25438318655516884]",0.3322786949203616,1,-13.860045860610995,"[-0.8851599746663881, -0.2410268747212796, 0.14773348418753002, -1.0891932589831779, -0.43897019417167515, -0.10255085677341548, -0.6440085883030013, -0.8115956142714035, -0.34701717887739947, -0.6713143853926776, -2.5186631280757297, 1.0894078070277058]",6.1110277,62.778755,6.147994
"[-0.8851599746663881, -0.2410268747212796, 0.14773348418753002, -1.0891932589831779, -0.43897019417167515, -0.10255085677341548, -0.6440085883030013, -0.8115956142714035, -0.34701717887739947, -0.6713143853926776, -2.5186631280757297, 1.0894078070277058]",-0.14301113371369392,2,-13.637670196878148,"[-1.1687411302551685, -0.9185867446336827, -0.8148382597607008, 1.2403033860667612, 0.11360347620813979, -0.42260466160296223, 0.16205353223237365, 0.6290761185303334, -0.9166649554979729, -0.7938206790470878, 0.5363951517022417, 0.6105994552295027]",5.849766,73.81833,7.0635324
"[-1.1687411302551685, -0.9185867446336827, -0.8148382597607008, 1.2403033860667612, 0.11360347620813979, -0.42260466160296223, 0.16205353223237365, 0.6290761185303334, -0.9166649554979729, -0.7938206790470878, 0.5363951517022417, 0.6105994552295027]",-0.47253311157800165,2,-13.669258401179597,"[-1.0655990164162168, -0.28567881445595456, 0.4270318465766852, -1.246619906056592, -0.009831913404037723, -0.30724038636162354, -0.22384238983552443, 0.07585010697632649, -1.4136861125682065, -0.803657751495232, -1.0530831663514717, -0.7452119827287293]",6.186835,68.53322,6.5871983
"[-1.0655990164162168, -0.28567881445595456, 0.4270318465766852, -1.246619906056592, -0.009831913404037723, -0.30724038636162354, -0.22384238983552443, 0.07585010697632649, -1.4136861125682065, -0.803657751495232, -1.0530831663514717, -0.7452119827287293]",-0.6124041171451063,2,-18.534445547065694,"[-0.9946088178286242, -0.6494415453697053, 0.19218591201088991, -0.334524866732995, 0.2715917461730408, -0.3560515516855377, -1.032075996815325, 0.5907095145903949, 0.3270980869652005, 2.8072212630734072, 0.5047166439812744, -1.6720425557603045]",6.123093,57.463905,7.054039
"[-0.9946088178286242, -0.6494415453697053, 0.19218591201088991, -0.334524866732995, 0.2715917461730408, -0.3560515516855377, -1.032075996815325, 0.5907095145903949, 0.3270980869652005, 2.8072212630734072, 0.5047166439812744, -1.6720425557603045]",3.9162017157984605,1,-13.826618958117514,"[-0.7123305957878039, -0.7833673932283984, 0.6442262033365609, 1.23077000929365, -0.14679318901958843, 0.4115840722538714, 1.5441060829358968, -1.1000938613730966, -0.37335008604211184, -0.6021205355362806, 1.687083058467009, 0.6251979117399716]",6.245786,92.74649,7.40837
"[-0.7123305957878039, -0.7833673932283984, 0.6442262033365609, 1.23077000929365, -0.14679318901958843, 0.4115840722538714, 1.5441060829358968, -1.1000938613730966, -0.37335008604211184, -0.6021205355362806, 1.687083058467009, 0.6251979117399716]",0.09813009720688523,1,-18.58831010525467,"[0.5163738412201615, 1.772092850047976, 0.892992604699285, -1.4037730462901226, 0.21756515163698706, -0.28367831613464883, 0.572878104079143, 0.2845350527739148, 0.1740293023491925, -0.4743503592809319, 1.5847737649868117, 0.9081893704714662]",6.3133063,79.444855,7.37771
"[0.5163738412201615, 1.772092850047976, 0.892992604699285, -1.4037730462901226, 0.21756515163698706, -0.28367831613464883, 0.572878104079143, 0.2845350527739148, 0.1740293023491925, -0.4743503592809319, 1.5847737649868117, 0.9081893704714662]",0.14372708431997,1,-13.708698542051222,"[-0.09336023954638333, -0.02355865765661148, 0.19893190219303042, -0.5841736475482655, 0.008937830681334942, -0.15191477490972538, -0.9811485063760772, -0.27264694026316366, 0.13106677270329442, -0.5726295323870553, 0.6660009384155382, 1.3633487628131347]",6.124924,58.161392,7.1023726
"[-0.09336023954638333, -0.02355865765661148, 0.19893190219303042, -0.5841736475482655, 0.008937830681334942, -0.15191477490972538, -0.9811485063760772, -0.27264694026316366, 0.13106677270329442, -0.5726295323870553, 0.6660009384155382, 1.3633487628131347]",-0.15244101733540852,2,-14.699207342493036,"[0.25355607245735173, -0.23802887611122645, 0.7583270191463626, 0.21589386065815894, -1.5779845504562071, -0.7216571941884135, -1.8920580095704413, -1.4581038895620972, 0.09916151962834041, -0.4777621200312868, -0.8205340755330164, 0.8112088560733858]",6.2767553,45.68586,6.6568885
"[0.25355607245735173, -0.23802887611122645, 0.7583270191463626, 0.21589386065815894, -1.5779845504562071, -0.7216571941884135, -1.8920580095704413, -1.4581038895620972, 0.09916151962834041, -0.4777621200312868, -0.8205340755330164, 0.8112088560733858]",-0.6421267535020304,2,-13.810403488581342,"[0.0789102038766256, 0.15829251814446688, 0.41891271027718685, -0.6827639877171295, -0.2616542318535082, 0.774607998906721, 0.5261717963677072, -1.3831662237968285, -0.29320481378870594, 0.3784679176082452, -1.5280815907420147, -1.160024297582234]",6.1846313,78.80518,6.444851
"[0.0789102038766256, 0.15829251814446688, 0.41891271027718685, -0.6827639877171295, -0.2616542318535082, 0.774607998906721, 0.5261717963677072, -1.3831662237968285, -0.29320481378870594, 0.3784679176082452, -1.5280815907420147, -1.160024297582234]",1.90683561846194,1,-14.50646930314451,"[0.3967410823757242, 0.3656561221597221, 2.3119768226870834, -0.6826395860754807, -1.2119137018481316, -0.58174500978929, 0.41149044233028464, -0.9868109176466694, 0.0776545451307071, -0.5110751921409381, 0.7888935536799283, 0.9348584439908242]",6.6984477,77.23454,7.139201
"[0.3967410823757242, 0.3656561221597221, 2.3119768226870834, -0.6826395860754807, -1.2119137018481316, -0.58174500978929, 0.41149044233028464, -0.9868109176466694, 0.0776545451307071, -0.5110751921409381, 0.7888935536799283, 0.9348584439908242]",-0.11264530006838488,2,-18.628049623564813,"[0.06020824398343551, 1.0327830228171835, 0.3598733221429953, -1.328342719066988, 0.10089435394386985, -0.02885960139485045, -0.7299805404400875, -0.4082724874412259, 0.11199825330633952, -0.4163165333104248, -0.18926638075163169, 0.5751256650991882]",6.1686068,61.60131,6.8460665
"[0.06020824398343551, 1.0327830228171835, 0.3598733221429953, -1.328342719066988, 0.10089435394386985, -0.02885960139485045, -0.7299805404400875, -0.4082724874412259, 0.11199825330633952, -0.4163165333104248, -0.18926638075163169, 0.5751256650991882]",-0.7206322009588182,2,-18.645544401523498,"[0.7349777302383059, -0.3552783756032858, 0.6249807886367107, 1.225553515621537, 0.07777225739370627, -0.583643479949435, -1.0893244550250478, 1.3997493898097702, -0.01670615237698009, 1.3335814676040636, -0.10733385506780736, -1.4669783284071947]",6.2405624,56.679848,6.87062
"[0.7349777302383059, -0.3552783756032858, 0.6249807886367107, 1.225553515621537, 0.07777225739370627, -0.583643479949435, -1.0893244550250478, 1.3997493898097702, -0.01670615237698009, 1.3335814676040636, -0.10733385506780736, -1.4669783284071947]",2.5639261452921573,1,-18.489032274439097,"[0.41112294243276903, 2.335208449454335, 0.5171650545591392, -1.5740382562523567, 0.2980611449918039, -0.0545220276875225, 1.018101532945149, -0.1774972286859807, 0.18186692626594209, -0.3876262872360285, -0.5298485462344547, 0.562788017806923]",6.211299,85.542496,6.744001
"[0.41112294243276903, 2.335208449454335, 0.5171650545591392, -1.5740382562523567, 0.2980611449918039, -0.0545220276875225, 1.018101532945149, -0.1774972286859807, 0.18186692626594209, -0.3876262872360285, -0.5298485462344547, 0.562788017806923]",-0.17543152609914975,2,-14.043033350982155,"[-0.6135937102205699, -0.6443372882510121, 0.02616860419968321, 0.44694970245054516, -0.5407372398667002, -0.537953563967343, 0.46846750124229725, 0.0660040777309666, 0.29041170939913763, -0.17548447724668112, -0.26962055366911275, 0.06782030145320699]",6.0780325,78.01488,6.821986
"[-0.6135937102205699, -0.6443372882510121, 0.02616860419968321, 0.44694970245054516, -0.5407372398667002, -0.537953563967343, 0.46846750124229725, 0.0660040777309666, 0.29041170939913763, -0.17548447724668112, -0.26962055366911275, 0.06782030145320699]",-0.16712852542132753,2,-12.83491946655985,"[1.0654383183486191, 0.013348959059874035, -0.20603383066338787, 0.40209918635797226, 1.27808407112252, -0.31042411764100847, 0.40233938664501673, 1.6813562101193547, 1.2252152134032648, 0.5175974595957269, -0.9618867443675895, -0.32099785770402295]",6.015008,77.10921,6.614528
"[1.0654383183486191, 0.013348959059874035, -0.20603383066338787, 0.40209918635797226, 1.27808407112252, -0.31042411764100847, 0.40233938664501673, 1.6813562101193547, 1.2252152134032648, 0.5175974595957269, -0.9618867443675895, -0.32099785770402295]",-0.37817925148184484,2,-13.7422662026962,"[-0.12058580499716912, -0.6204372991970772, 0.38026124451924215, 1.3097988805911511, -0.07110763728296278, -0.6386948559403909, -0.7646967966380036, 1.4964841313955783, -0.07481866812574986, 0.4290576746798706, -0.10960961952160499, -1.053774545225702]",6.1741405,61.125847,6.869938
"[-0.12058580499716912, -0.6204372991970772, 0.38026124451924215, 1.3097988805911511, -0.07110763728296278, -0.6386948559403909, -0.7646967966380036, 1.4964841313955783, -0.07481866812574986, 0.4290576746798706, -0.10960961952160499, -1.053774545225702]",1.849404495844895,1,-13.535859717210403,"[-0.13291562754102346, -0.6792565479819843, -1.0056381470149252, 1.743805303324885, 0.1305715688356207, -0.26090662057523417, 1.2245492907922602, 0.11672684384995655, 0.03181648198324719, -0.5700520151589596, -1.860975876862507, 1.174512136869251]",5.797979,88.36994,6.3450894
"[-0.13291562754102346, -0.6792565479819843, -1.0056381470149252, 1.743805303324885, 0.1305715688356207, -0.26090662057523417, 1.2245492907922602, 0.11672684384995655, 0.03181648198324719, -0.5700520151589596, -1.860975876862507, 1.174512136869251]",-0.606807802695814,2,-18.268215910693314,"[1.063103317282108, 0.4950077432312408, -0.02339471252627859, -0.3866399023830613, 0.6671377100356712, 2.310767931923151, -0.14227656915401615, -1.4998986599919506, 0.8246437320389501, 0.9429417840194833, 0.12932762887801297, -0.9087523825168207]",6.06458,69.65032,6.9415426
"[1.063103317282108, 0.4950077432312408, -0.02339471252627859, -0.3866399023830613, 0.6671377100356712, 2.310767931923151, -0.14227656915401615, -1.4998986599919506, 0.8246437320389501, 0.9429417840194833, 0.12932762887801297, -0.9087523825168207]",0.42969704365386396,1,-13.743635953712637,"[-0.006786240641530975, -0.5379704829386704, 1.5002264081195655, 1.0123799051500078, -0.055979492160468936, 0.1318186171985346, -0.07970650884176764, -0.7699309735280963, -0.08812656248611488, -0.1748199590350608, 0.3063113611454705, -0.32870894534681955]",6.478122,70.50726,6.994581
"[-0.006786240641530975, -0.5379704829386704, 1.5002264081195655, 1.0123799051500078, -0.055979492160468936, 0.1318186171985346, -0.07970650884176764, -0.7699309735280963, -0.08812656248611488, -0.1748199590350608, 0.3063113611454705, -0.32870894534681955]",0.09879097037131683,1,-13.60795055915153,"[-1.1693126983675923, -0.4424018268820041, 0.3368448475201405, -1.171338096535928, 0.060111130901163, -0.20115888773579757, 0.22071469789760267, -0.11204815017786482, -1.6314284985378529, -1.0110144274502915, -1.3932442153033997, -0.13804901847902587]",6.1623564,74.621735,6.485259
"[-1.1693126983675923, -0.4424018268820041, 0.3368448475201405, -1.171338096535928, 0.060111130901163, -0.20115888773579757, 0.22071469789760267, -0.11204815017786482, -1.6314284985378529, -1.0110144274502915, -1.3932442153033997, -0.13804901847902587]",0.6201563793558921,1,-13.395025752197599,"[-0.3556784723001086, -0.5945355758986259, -0.37801421062631213, 0.6894347040553694, 0.509298453344541, -0.39806505500621975, 1.9659103882756237, 1.0817621061230704, 0.4479415159422518, -0.4460575368593368, 1.3654194363431573, 1.1770500439334073]",5.968329,98.52339,7.311974
"[-0.3556784723001086, -0.5945355758986259, -0.37801421062631213, 0.6894347040553694, 0.509298453344541, -0.39806505500621975, 1.9659103882756237, 1.0817621061230704, 0.4479415159422518, -0.4460575368593368, 1.3654194363431573, 1.1770500439334073]",-0.531528001719853,2,-12.256636650962626,"[-0.38377073698772646, -0.6042959187573009, -0.3566108896186077, 0.689172370285345, 2.262857100709753, -0.006058269464537918, 0.49677904068010204, 1.5157562781385419, -0.9413091533806546, -0.523387174598995, 1.5481412984562932, -0.649116308633108]",5.9741383,78.402626,7.366732
"[-0.38377073698772646, -0.6042959187573009, -0.3566108896186077, 0.689172370285345, 2.262857100709753, -0.006058269464537918, 0.49677904068010204, 1.5157562781385419, -0.9413091533806546, -0.523387174598995, 1.5481412984562932, -0.649116308633108]",-0.5541505683335193,2,-18.583958186754472,"[0.16079105988249176, 1.0150443264834983, -2.0754983988282407, -1.272449830001097, 0.22008445309993666, 1.9311548303349317, 0.13471602202014413, -1.5548243157684236, 0.07927690406815488, 1.728275353746678, 1.4378618240407568, -1.541035703772597]",5.507597,73.443924,7.3336835
"[0.16079105988249176, 1.0150443264834983, -2.0754983988282407, -1.272449830001097, 0.22008445309993666, 1.9311548303349317, 0.13471602202014413, -1.5548243157684236, 0.07927690406815488, 1.728275353746678, 1.4378618240407568, -1.541035703772597]",4.266166452067737,1,-14.34431137894528,"[0.12245486698972477, -0.42167683994212524, 0.14091491289856845, 0.6648523929370301, -1.001222989275826, -0.4805476718894069, 0.7936881199997234, -0.8546549784742747, 0.05061215808985882, -0.6188873236859438, -0.21548939388973254, 1.5203908058576716]",6.109177,82.469,6.838208
"[0.12245486698972477, -0.42167683994212524, 0.14091491289856845, 0.6648523929370301, -1.001222989275826, -0.4805476718894069, 0.7936881199997234, -0.8546549784742747, 0.05061215808985882, -0.6188873236859438, -0.21548939388973254, 1.5203908058576716]",-0.5852148178944321,2,-14.161746215564579,"[-1.267238972123186, -0.965603799678191, 0.9849226556155615, 1.6157120620792191, -0.7023342430027129, -0.18079343384652313, 0.1913897737805043, -0.9753341649899918, -0.2674209203451131, -0.06465744257240519, 0.2144085178494618, -0.691154997787299]",6.338258,74.22011,6.9670396
"[-1.267238972123186, -0.965603799678191, 0.9849226556155615, 1.6157120620792191, -0.7023342430027129, -0.18079343384652313, 0.1913897737805043, -0.9753341649899918, -0.2674209203451131, -0.06465744257240519, 0.2144085178494618, -0.691154997787299]",1.2863354223283932,1,-13.16533338152083,"[0.9448864812050136, -0.3387659285889047, 0.932153980365044, 1.4250319367779345, 0.8875740230611799, -0.054485871419861095, 0.26736551368913963, 0.3810888459436125, 0.8280658160189706, -0.36657258587746483, 2.863055976334742, 1.325158635936011]",6.3239355,75.26065,7.760785
"[0.9448864812050136, -0.3387659285889047, 0.932153980365044, 1.4250319367779345, 0.8875740230611799, -0.054485871419861095, 0.26736551368913963, 0.3810888459436125, 0.8280658160189706, -0.36657258587746483, 2.863055976334742, 1.325158635936011]",-0.1666828177649914,2,-18.564974283480556,"[0.2921806318642404, 3.049703460457014, 0.21923250618188475, -1.720505071257234, 0.1653213421369661, -0.5981654633026201, -1.4599416991686351, 1.6638821832686972, -1.363382398298729, -0.9618411909696436, -0.8140931949630388, 0.7278007022172163]",6.130434,51.60399,6.6588187
"[0.2921806318642404, 3.049703460457014, 0.21923250618188475, -1.720505071257234, 0.1653213421369661, -0.5981654633026201, -1.4599416991686351, 1.6638821832686972, -1.363382398298729, -0.9618411909696436, -0.8140931949630388, 0.7278007022172163]",0.3243811420662549,1,-14.553486500535723,"[-1.1851736816576697, -0.8193485820981197, 0.6967203967364148, 0.08187383191260271, -1.343617957499086, -0.7406944362309037, -1.7396348484340372, -0.8169229776709854, -0.39810224194894916, -0.759514252375748, -0.6381642561616313, 1.6965462904462274]",6.260034,47.7734,6.711541
"[-1.1851736816576697, -0.8193485820981197, 0.6967203967364148, 0.08187383191260271, -1.343617957499086, -0.7406944362309037, -1.7396348484340372, -0.8169229776709854, -0.39810224194894916, -0.759514252375748, -0.6381642561616313, 1.6965462904462274]",-0.05345173848702649,2,-13.656835742665283,"[-0.5488388151622948, -0.3521518143349189, 0.7948227891885387, -0.47965802451099004, 0.08014962982049047, 0.4202023894822077, 0.6762642968683994, -0.9568614385822597, -0.2410187081139041, -0.6938240758163144, 0.39688244843925974, 1.4851346177832663]",6.286661,80.8608,7.0217233
"[-0.5488388151622948, -0.3521518143349189, 0.7948227891885387, -0.47965802451099004, 0.08014962982049047, 0.4202023894822077, 0.6762642968683994, -0.9568614385822597, -0.2410187081139041, -0.6938240758163144, 0.39688244843925974, 1.4851346177832663]",0.025734015474397312,0,-19.229771350885038,"[1.0051968262283775, 2.989384790159732, -0.5796459991014484, -1.5345351706875248, -0.834449782008386, -0.8386013326603758, -0.006050477216232376, 1.3857074680133772, -1.4826505159204888, -1.037677940248175, -0.404289082067605, 1.58147701477035]",5.913602,71.51603,6.7816286
"[1.0051968262283775, 2.989384790159732, -0.5796459991014484, -1.5345351706875248, -0.834449782008386, -0.8386013326603758, -0.006050477216232376, 1.3857074680133772, -1.4826505159204888, -1.037677940248175, -0.404289082067605, 1.58147701477035]",-0.19021582245473992,2,-14.10125845173022,"[0.24889806560361877, -0.08401729394745422, -0.4935213314347615, -0.15192871322772925, -0.710567540036391, -0.8260960150304895, -1.4774130380857535, 1.6455959247989274, 0.03193312552746149, -0.508700844118082, -1.5465536571450926, 0.8510256803455383]",5.936978,51.364708,6.4393153
"[0.24889806560361877, -0.08401729394745422, -0.4935213314347615, -0.15192871322772925, -0.710567540036391, -0.8260960150304895, -1.4774130380857535, 1.6455959247989274, 0.03193312552746149, -0.508700844118082, -1.5465536571450926, 0.8510256803455383]",-0.2579431302331946,2,-13.67347331484989,"[-0.16122962748320951, 0.6315523485777177, 0.24438314920720294, -1.2457178811230183, 0.025041869505100574, -0.49080123423720756, -1.8139613830864447, 0.792645367145702, 0.2957729462345758, -0.1650333451343469, -0.3182838723429279, 0.048908349366057494]",6.1372604,46.755447,6.8074026
